guid,entry_status,major,in_school_earning,fin_aid_0,fin_aid_3000,fin_aid_10000,
1bdf1bf0-3f8d-fbca-0051-d3a51b9adcde,FTF,Geology,4500,0.222838,0.24402,0.32399,
1a766ea8-2bc5-a428-a7e0-17c169bcb2fe,FTF,Geology,10500,0.271274,0.30831,0.51594,
d8abfab5-cebd-5bd3-40ab-8e4c219a0452,FTF,German,0,0.112566,0.12092,0.14762,
5ab62269-624f-d015-dd32-79796c01d8e5,FTF,German,4500,0.125650,0.13656,0.17493,
13137816-eb1e-a28f-3e3f-ae0796d4f420,FTF,German,10500,0.150108,0.16772,0.25119,
4c2b1551-f289-9b77-9eb0-c0bd35643265,FTF,Graphic Design,0,0.165355,0.17863,0.22322,
d3823fa4-a2d2-fa8a-a63d-8ae200cbe894,FTF,Graphic Design,4500,0.186286,0.20435,0.27238,
55f11e7a-865f-1bef-dc81-e1c3ad97f963,FTF,Graphic Design,10500,0.227554,0.25905,0.43326,
bd12b66b-cab8-beb6-6be1-ec2adeeba5fd,FTF,Health Care Management/Administration,0,0.156559,0.17029,0.21692,
b53efee7-5a97-e47f-a28e-8424a0165d24,FTF,Health Care Management/Administration,4500,0.178252,0.19710,0.26894,
41202501-0612-398d-ab43-0bae3fb134e6,FTF,Health Care Management/Administration,10500,0.221478,0.25478,0.44174,
c3b32f6d-f975-4a7f-bb04-887a34dd5c95,FTF,Health Education,0,0.123017,0.13298,0.16590,
95b53acf-ab21-cce0-0999-3b6b56d35182,FTF,Health Education,4500,0.138693,0.15206,0.20142,
20fbb6a8-7f1a-fb02-f7c4-4787bc9fab90,FTF,Health Education,10500,0.169058,0.19186,0.31288,
ed1fd237-26f4-84b4-c629-38a223dc6941,FTF,Health Science,0,0.156769,0.16865,0.20814,
580730aa-7c0e-4418-4c87-cad6b71fa64c,FTF,Health Science,4500,0.175484,0.19151,0.25104,
b69bef75-0566-16ae-630f-58b5db57ac5f,FTF,Health Science,10500,0.211947,0.23946,0.38806,
8ef1aab3-d4c1-627d-1930-3f618455e426,FTF,History,0,0.151354,0.16223,0.19794,
70ec877e-97e7-783d-94b0-503adf9fccc8,FTF,History,4500,0.168453,0.18297,0.23601,
72257fdf-f3a0-de53-a3e7-d95548f5ed6b,FTF,History,10500,0.201341,0.22581,0.35254,
77e32fcb-9270-f60f-ee9a-887ddbda2807,FTF,Hotel and Restaurant/Hospitality Management,0,0.164432,0.17793,0.22342,
79eadb56-010b-4af2-0d82-a40d041eed3e,FTF,Hotel and Restaurant/Hospitality Management,4500,0.185723,0.20414,0.27380,
bf761ec2-c44a-3410-6fef-4d47312f9911,FTF,Hotel and Restaurant/Hospitality Management,10500,0.227850,0.26012,0.44010,
9fcc0ff2-41ab-a3d7-064c-fdf364f2d43e,FTF,Human Development,0,0.127803,0.13854,0.17424,
f27faa05-e751-5cf7-1240-ae73b5b03e25,FTF,Human Development,4500,0.144714,0.15920,0.21299,
298535dc-7971-bcac-f958-7eb8d4e40618,FTF,Human Development,10500,0.177675,0.20254,0.33493,
6f67401e-76ca-5387-3c6f-d59c1d198ddf,FTF,Human Resources/Personnel Management,0,0.176058,0.19110,0.24213,
316f3c14-c2c7-42e9-1a95-1b4a22db09b6,FTF,Human Resources/Personnel Management,4500,0.199818,0.22045,0.29896,
7bf75c7b-34b1-3c3e-6952-0bf8daff336d,FTF,Human Resources/Personnel Management,10500,0.247111,0.28350,0.48888,
5e835b62-bdbc-3298-523e-f9e76aa27996,FTF,Human Services,0,0.143843,0.15619,0.19787,
5475c5a9-92d6-562e-5f2e-3fa1591c07c0,FTF,Human Services,4500,0.163331,0.18020,0.24413,
592a9289-ebd2-2194-e5e0-df8d7ddec2b8,FTF,Human Services,10500,0.201934,0.23156,0.39682,
0ab418b7-3cd5-f4be-d243-5a33890c2fea,FTF,Humanities,0,0.062444,0.07017,0.09550,
2c21a146-aec1-49af-5a2e-4429e577a3cd,FTF,Humanities,4500,0.074585,0.08488,0.12269,
e2c85f7e-f207-4fd1-09da-3b2816f79e79,FTF,Humanities,10500,0.097921,0.11537,0.20771,
54e0b529-cd03-7cec-0681-c5fbc89c8ef7,FTF,Industrial Design,0,0.209814,0.22636,0.28217,
aae3418a-deb9-11f3-ee0a-1f0b722d9d85,FTF,Industrial Design,4500,0.235926,0.25852,0.34394,
864373f7-3de6-e2a1-7d13-9a19152e63df,FTF,Industrial Design,10500,0.287600,0.32716,0.55067,
e0bdcb5b-8205-0232-deb7-99e13a915609,FTF,Industrial Engineering,0,0.271914,0.29231,0.36144,
ebf633cc-d068-9756-c32f-bc8d4c96df1d,FTF,Industrial Engineering,4500,0.304117,0.33208,0.43864,
fb95cb78-739d-f369-1f19-4a91269ba8c7,FTF,Industrial Engineering,10500,0.368202,0.41760,0.70666,
a971fb4a-a2e2-0ffc-7cc9-f73fab7e89b8,FTF,Information Systems,0,0.226428,0.24390,0.30274,
40a0ffd7-6d1d-fe41-fa1d-769287125e73,FTF,Information Systems,4500,0.253993,0.27781,0.36780,
dd930cbc-fbac-92f1-7ae9-0041a9e31173,FTF,Information Systems,10500,0.308458,0.35013,0.58699,
8d007cf9-41ee-cbec-cf7b-55f72091d0d2,FTF,Interior Design,0,0.210896,0.22741,0.28328,
3a480a71-d301-182e-9915-5ce6d0347e57,FTF,Interior Design,4500,0.236964,0.25956,0.34549,
464f07c4-3f79-6ae5-1af3-1e35ec0da39d,FTF,Interior Design,10500,0.288731,0.32855,0.55697,
3021b7ef-ecf6-3ed8-8e48-61898d1d71b7,FTF,International Business,0,0.183880,0.19870,0.24859,
cbbfe13b-9fa3-d1e1-8055-c6e74b075a15,FTF,International Business,4500,0.207264,0.22746,0.30370,
fe05e20e-54d4-02d2-1a44-8ec10a7109c6,FTF,International Business,10500,0.253443,0.28875,0.48661,
ad91b13f-1f63-b7b6-c173-2c5cebd62e93,FTF,International Studies,0,0.166438,0.17771,0.21436,
d47a9aea-017f-3764-135e-c42abb67146d,FTF,International Studies,4500,0.184133,0.19906,0.25285,
1f3e7121-e31c-d619-dc9c-b05e759ebe9d,FTF,International Studies,10500,0.217825,0.24259,0.36728,
d9d520c4-4b99-23ce-3499-00d98a9ca12d,FTF,Japanese,0,0.137451,0.14682,0.17721,
e9a8118c-4e8c-abe6-873b-7baa4769c25c,FTF,Japanese,4500,0.152156,0.16454,0.20910,
53dd626d-cfe1-f350-82de-2f470f1f7202,FTF,Japanese,10500,0.180079,0.20060,0.30442,
30681bf9-18b2-550e-b2e2-03641f8f5d30,FTF,Jewish Studies,0,0.145351,0.15635,0.19259,
70d1e223-3c52-2595-123e-a67bafa6bb4a,FTF,Jewish Studies,4500,0.162654,0.17738,0.23143,
3635f959-12c8-7e28-ff92-4f2768b61a33,FTF,Jewish Studies,10500,0.196057,0.22100,0.35154,
21e28976-3d0d-a1b7-8c3e-e73e0f711be8,FTF,Journalism,0,0.159381,0.17193,0.21378,
3c452dfd-5ba9-01b0-c813-9aa6307d3e5c,FTF,Journalism,4500,0.179146,0.19612,0.25945,
c9b718fe-d938-c80e-3bb1-9b5b1d185ebb,FTF,Journalism,10500,0.217822,0.24711,0.40594,
6ce04396-3c82-989f-79ea-afbf5f161e91,FTF,Kinesiology,0,0.148132,0.15849,0.19235,
feb2bad0-3728-05d6-ec2d-ad593370f86f,FTF,Kinesiology,4500,0.164400,0.17818,0.22829,
d18436e2-f93b-cfcd-824b-73ec4d3b30fd,FTF,Kinesiology,10500,0.195568,0.21867,0.33771,
b04b495e-1758-514e-674c-c2b3444c9d62,FTF,Land Resource Management,0,0.179019,0.19307,0.24013,
22959e26-602d-5b82-f3fa-f915f9ae001a,FTF,Land Resource Management,4500,0.201167,0.22024,0.29171,
4eaf8e9b-b99c-d7bf-f1db-705d6031f4dd,FTF,Land Resource Management,10500,0.244685,0.27775,0.45923,
3b8bf67e-e4ec-6dda-ad03-3e51497e54c3,FTF,Landscape Architecture,0,0.190102,0.20581,0.25880,
fcb8bd2c-19b4-f9c4-c8ee-3d58d39d7e3d,FTF,Landscape Architecture,4500,0.214893,0.23634,0.31741,
98086403-f2b3-32aa-2328-be2b54644e3d,FTF,Landscape Architecture,10500,0.263955,0.30150,0.51242,
cbad1373-eb97-3374-d57f-cfcf917ed30c,FTF,Latin/Central American Studies,0,0.182436,0.19354,0.22951,
42fa3877-42a1-bd9e-2d0d-1d8cb8fe6fc4,FTF,Latin/Central American Studies,4500,0.199856,0.21452,0.26724,
5f44c9bd-be8e-ea0d-655d-6732320efb02,FTF,Latin/Central American Studies,10500,0.232907,0.25718,0.38130,
e2548552-3b9e-2aad-8124-d34fb74fb21f,FTF,Liberal Studies,0,0.152574,0.16406,0.20209,
80663ead-f7df-ebe0-5f8b-f24418bfcfbf,FTF,Liberal Studies,4500,0.170646,0.18609,0.24320,
f6ab8119-8dff-f2c7-dff5-bb0cc81657a5,FTF,Liberal Studies,10500,0.205746,0.23213,0.37255,
e814b70d-ff91-0878-f7d5-65c1d9ed1ff7,FTF,Linguistics,0,0.145790,0.15529,0.18588,
fe25c9c6-0ba1-15ad-96fe-83ffbbe8e509,FTF,Linguistics,4500,0.160689,0.17317,0.21759,
a73eba99-cdeb-7df4-409b-dff5dc446e59,FTF,Linguistics,10500,0.188754,0.20918,0.30984,
48b05615-74d7-af82-aebb-6ea11a9fb5c8,FTF,Management,0,0.191227,0.20652,0.25810,
c2ac5cbd-202c-3518-5b0d-9f907af5de46,FTF,Management,4500,0.215364,0.23624,0.31521,
4dcaf09c-6339-ac36-882f-6c9f2d1c55f4,FTF,Management,10500,0.263119,0.29969,0.50583,
ba7c3817-0689-5bfa-49d6-fa013cb3ef1b,FTF,Management Systems Analysis / Operations Research,0,0.182042,0.19699,0.24747,
da9f3cc9-4539-3f5a-b842-12b6d0d08687,FTF,Management Systems Analysis / Operations Research,4500,0.205639,0.22607,0.30351,
94f57c36-a6c8-1c19-a8e6-39dda1fbb6a8,FTF,Management Systems Analysis / Operations Research,10500,0.252395,0.28828,0.49116,
461a1b15-d04b-5587-a8eb-ec8f57e79425,FTF,Manufacturing Engineering,0,0.269144,0.28967,0.35849,
bba98c92-1f8b-c30b-006e-7a174b6d4111,FTF,Manufacturing Engineering,4500,0.301506,0.32939,0.43436,
c2199b51-2397-c0c8-a84b-5f945b279a80,FTF,Manufacturing Engineering,10500,0.365171,0.41375,0.69381,
7d0d44cc-a47d-f6dd-d0b7-bff2767c62ee,FTF,Manufacturing Engineering Technology,0,0.174843,0.19097,0.24728,
cef475cf-db84-f07a-e3c3-9f289121463a,FTF,Manufacturing Engineering Technology,4500,0.200414,0.22306,0.31270,
d75ddf25-912b-a221-0a7c-937a02888fa0,FTF,Manufacturing Engineering Technology,10500,0.252909,0.29465,0.54774,
f5d72f2a-158b-f190-686b-a8216dba45bf,FTF,Marine Biology,0,0.151173,0.16151,0.19501,
69fdd593-5bd3-4dce-3182-693d14b0f9c2,FTF,Marine Biology,4500,0.167393,0.18105,0.23007,
38bd2040-46c6-bac4-3db3-b33e034c5207,FTF,Marine Biology,10500,0.198176,0.22074,0.33369,
807f4f85-1dfd-b725-030e-ecd1de062a1a,FTF,Marketing,0,0.193858,0.20884,0.25926,
e2effe8b-8e24-cdf9-9502-9ed3903653f4,FTF,Marketing,4500,0.217492,0.23791,0.31499,
5ae2669e-35d1-0901-666c-bb77c1a8499b,FTF,Marketing,10500,0.264166,0.29986,0.50041,
55c8877b-95bd-57b5-dab8-5a7a7c0ea18f,FTF,Mathematics,0,0.184157,0.19760,0.24225,
36c4daf0-9728-8fa3-1589-695ca1772896,FTF,Mathematics,4500,0.205320,0.22344,0.29063,
115ea801-996d-4aec-5f5d-5f8b068a217c,FTF,Mathematics,10500,0.246544,0.27759,0.44403,
4aca64d4-3291-40f5-d72c-7725e9af32cc,FTF,Mechanical Engineering,0,0.277873,0.29857,0.36836,
95f970df-5698-8f4e-69f9-578bb9aef499,FTF,Mechanical Engineering,4500,0.310535,0.33878,0.44577,
deeaba98-5256-a777-1f66-99e4a5ece069,FTF,Mechanical Engineering,10500,0.375152,0.42471,0.71265,
6356aa79-7d18-a194-76b4-b674e1383c26,FTF,Mechanical Engineering Technology,0,0.220667,0.23862,0.29967,
eab14d03-021a-7890-6e89-b35573beacb0,FTF,Mechanical Engineering Technology,4500,0.249034,0.27371,0.36805,
1442d888-1241-bdcb-0384-3bd7ef8f375f,FTF,Mechanical Engineering Technology,10500,0.305653,0.34940,0.60352,
720f7bc0-1e80-e8d6-12dd-0ef27bfc71fb,FTF,Medical Technology,0,0.216289,0.23199,0.28417,
47b1a7bf-1b78-2bc3-f86d-008af27be8a0,FTF,Medical Technology,4500,0.241013,0.26219,0.34076,
071784ed-c75f-138c-5f12-2b5f550a563d,FTF,Medical Technology,10500,0.289192,0.32550,0.52304,
78525eef-a7f8-b85c-700a-c80776c8215e,FTF,Mexican-American Studies,0,0.150033,0.16166,0.20066,
48f26965-129b-7911-57b0-a6351d7721db,FTF,Mexican-American Studies,4500,0.168363,0.18416,0.24371,
3fdca3b7-7519-cea7-7582-39fdbf3f5ebb,FTF,Mexican-American Studies,10500,0.204452,0.23203,0.38516,
81bbde79-35e2-c244-9d85-f8772f6e154f,FTF,Microbiology,0,0.202561,0.21735,0.26646,
57776020-92ba-6b79-822b-650a3a4430af,FTF,Microbiology,4500,0.225851,0.24578,0.31965,
a2af314b-4931-dade-81b0-bafe7a8d5172,FTF,Microbiology,10500,0.271183,0.30531,0.49011,
e5ae4ec0-6279-fc51-0a94-5543ac1362b3,FTF,Multimedia,0,0.147605,0.15852,0.19449,
34d34dc1-61b0-21c5-52f3-4185de6964e2,FTF,Multimedia,4500,0.164775,0.17939,0.23308,
524cac0d-ec09-8540-ef3e-15d251e01e52,FTF,Multimedia,10500,0.197934,0.22272,0.35283,
6553b9e6-a749-5174-efa0-4099eed5a5ab,FTF,Music,0,0.141210,0.15168,0.18602,
68ade31c-f361-bab6-efc2-35bd1e9b9af7,FTF,Music,4500,0.157665,0.17163,0.22260,
e9a328df-b60b-67a1-4fc5-b934d5fe76ec,FTF,Music,10500,0.189288,0.21280,0.33455,
ae610b83-9b13-786a-d77f-e74e0fd5309e,FTF,Music - Performance,0,0.046688,0.05353,0.07520,
06c6e709-7779-4d78-adf1-ecdbe8e18c81,FTF,Music - Performance,4500,0.057389,0.06626,0.09709,
a3149799-57d8-91fc-9cd9-557db946cb4e,FTF,Music - Performance,10500,0.077202,0.09134,0.15646,
2a995e86-4146-e46b-9ad6-8044b8700278,FTF,Music Education,0,0.196053,0.21052,0.25850,
c6df46e8-888e-07f3-1837-52ee7520b892,FTF,Music Education,4500,0.218828,0.23831,0.31028,
8ebcf5cf-5665-12c9-cada-c8f7f2697d02,FTF,Music Education,10500,0.263111,0.29635,0.47284,
bceb0625-b9d7-5f88-6361-c95e78b8ca6b,FTF,Performing Arts,0,0.138470,0.14897,0.18354,
3aa700f9-bd39-2fb7-6f39-735e4c57b96d,FTF,Performing Arts,4500,0.154984,0.16903,0.22058,
45b080ea-72c1-0cf9-8b6f-3f3b7f0caf8e,FTF,Performing Arts,10500,0.186840,0.21063,0.33553,
2673a083-e926-dc62-0fdf-5415c812c8a0,FTF,Philosophy,0,0.148944,0.16000,0.19661,
ae5abf3e-a99d-2662-cddf-666e3490d8c3,FTF,Philosophy,4500,0.166340,0.18120,0.23623,
f40865f1-1adc-4712-3deb-075b75eb9966,FTF,Philosophy,10500,0.200126,0.22555,0.36148,
8e6326d1-8fc2-2e46-0d78-c8bf73e1e19e,FTF,Physics,0,0.177933,0.19081,0.23340,
c7efcb40-0894-5b6c-f783-654409e55491,FTF,Physics,4500,0.198198,0.21550,0.27925,
c6fb5134-f2ff-ecc5-5207-bad73da9ed2c,FTF,Physics,10500,0.237489,0.26692,0.42224,
916b6f6c-4ca2-6ee3-9aee-0eb8bbfff697,FTF,Political Science,0,0.155603,0.16758,0.20729,
837bd3a9-4600-76a5-c852-6a9552de4e34,FTF,Political Science,4500,0.174458,0.19058,0.25023,
38c50c6b-2084-ef24-93f8-46a9e6e3160a,FTF,Political Science,10500,0.211104,0.23866,0.38600,
ba22f917-8c45-de8d-30c7-82f69b7e8238,FTF,Pre-Nursing & Nursing RN-BS,0,0.309410,0.33251,0.41027,
cabb14be-2688-5a8e-8121-d686eb90ec97,FTF,Pre-Nursing & Nursing RN-BS,4500,0.345851,0.37733,0.49641,
be972db0-56e4-3bb1-07aa-de77f3f82bee,FTF,Pre-Nursing & Nursing RN-BS,10500,0.417835,0.47298,0.79572,
8dae2828-c19b-964c-1c34-1188062dec3e,FTF,Production and Operations Management,0,0.199360,0.21690,0.27702,
c1a4b80c-4c90-c0b0-2dd2-1351c95946d4,FTF,Production and Operations Management,4500,0.227102,0.25138,0.34484,
0d115834-b63f-dc28-1955-6c4d68b86230,FTF,Production and Operations Management,10500,0.282937,0.32632,0.57729,
58835734-c073-08f7-d248-c2b6e4558f25,FTF,Psychology,0,0.143335,0.15446,0.19133,
c4992b84-d35a-3bd9-2bc7-ce93c260c608,FTF,Psychology,4500,0.160851,0.17582,0.23123,
4604ac25-00e0-e16f-cb78-060b4f1548cb,FTF,Psychology,10500,0.194878,0.22048,0.35730,
a2bc2c3c-bf93-82e9-90b3-97a48468b19c,FTF,Public Administration,0,0.168720,0.18252,0.22916,
0f7ba6e5-7d99-fbfa-3307-038c5231acc9,FTF,Public Administration,4500,0.190501,0.20937,0.28094,
e5ff977c-6455-0ec6-704b-dd6244bf744b,FTF,Public Administration,10500,0.233705,0.26687,0.45256,
701a75df-6d2d-907d-fc5c-927cb96179ed,FTF,Public Health,0,0.128857,0.14017,0.17847,
52dd48e9-5ef0-62b4-7ab5-e9a1bd3446cf,FTF,Public Health,4500,0.146718,0.16220,0.22131,
149d41d3-2b30-51a5-b323-393dacdad9f4,FTF,Public Health,10500,0.182214,0.20962,0.36516,
ddba464d-ef80-7b55-3731-ac3a7e01aa65,FTF,Public Relations,0,0.179510,0.19361,0.24106,
ec791d6f-853f-24fa-0ee8-3bffa4b1f831,FTF,Public Relations,4500,0.201751,0.22096,0.29347,
209bf298-c3a4-5fcd-7e5a-87b92fcb8aee,FTF,Public Relations,10500,0.245669,0.27925,0.46689,
aadbca5f-98d6-7198-15b6-cebbe6f3adb6,FTF,Radio/Television/Broadcast,0,0.149401,0.16073,0.19826,
4d5a0a16-4e48-962d-cbca-fe38260ebe0f,FTF,Radio/Television/Broadcast,4500,0.167233,0.18247,0.23885,
2079ffe7-1e7b-91c3-4244-4d956bd439e0,FTF,Radio/Television/Broadcast,10500,0.201864,0.22791,0.36715,
931fcc1c-8bf2-ed73-cc2c-a8789d76d135,FTF,Radiologic Science & Technology,0,0.292501,0.31593,0.39450,
d96e87b0-b5de-587b-8076-1b8aea474698,FTF,Radiologic Science & Technology,4500,0.329448,0.36128,0.48100,
6e96d99e-b12a-bb1c-aefd-55624970099e,FTF,Radiologic Science & Technology,10500,0.402118,0.45752,0.77842,
f4f620c2-dc1f-8c3a-61fd-b8488852c598,FTF,Real Estate,0,0.187388,0.20216,0.25196,
d16f30bf-3243-cb93-151e-2ee554ae3e11,FTF,Real Estate,4500,0.210691,0.23085,0.30710,
65ff68fc-c012-0403-cada-2bef6c58dd8b,FTF,Real Estate,10500,0.256808,0.29213,0.49022,
98e092c5-89de-518d-8674-1bc2dab908ad,FTF,Recreation Management & Administration,0,0.157437,0.16914,0.20797,
2c76f9d0-a835-242a-2299-593fc9f9e6d6,FTF,Recreation Management & Administration,4500,0.175862,0.19162,0.25008,
b7390e4a-862f-e03b-195a-f38e2f6a8686,FTF,Recreation Management & Administration,10500,0.211702,0.23872,0.38450,
f74b327d-d03a-d010-9e6e-def4b433b27c,FTF,Religious Studies,0,0.120279,0.13264,0.17287,
e84d456d-6844-a194-9777-5e37a6bd9c0f,FTF,Religious Studies,4500,0.139689,0.15608,0.21514,
e271e808-753c-1d5c-590f-a6d47c0a1cf5,FTF,Religious Studies,10500,0.176672,0.20387,0.34171,
025e4410-5bcd-6475-c24f-79dddee58122,FTF,Social Science,0,0.164253,0.17609,0.21496,
11ce14d6-17ac-919f-6aca-0c9e3de4c786,FTF,Social Science,4500,0.182862,0.19867,0.25646,
77b96db2-c487-fa26-73ae-5278c7a3ae4a,FTF,Social Science,10500,0.218672,0.24533,0.38515,
d89b5791-36b5-a208-c4ea-14f8a07bee02,FTF,Social Work,0,0.153659,0.16620,0.20813,
8e7b588e-7b6c-7ef5-8323-d20725f50209,FTF,Social Work,4500,0.173417,0.19041,0.25406,
d4c81fde-d9c0-32af-f028-c7ecccec5a58,FTF,Social Work,10500,0.212185,0.24163,0.40279,
5fd32d9f-020c-43ec-ab2e-a5714ace9073,FTF,Sociology,0,0.158250,0.17066,0.21211,
99fac211-485d-af6f-8f01-710ce3a928f7,FTF,Sociology,4500,0.177808,0.19461,0.25743,
c19b7b81-0008-b78b-bc41-9b6525493141,FTF,Sociology,10500,0.216114,0.24517,0.40385,
6911ebdc-3053-c269-a6fb-b0f36b8e106c,FTF,Spanish,0,0.151615,0.16321,0.20157,
364216f0-9f19-487b-e18e-1d6697ee869d,FTF,Spanish,4500,0.169861,0.18544,0.24297,
a544327c-53db-8251-9b4a-29961091bd8a,FTF,Spanish,10500,0.205249,0.23182,0.37354,
309ae2ae-dd54-39f5-4574-54a10e0d72d1,FTF,Speech Communication,0,0.159693,0.17303,0.21782,
6fb69ef1-1248-6709-95c4-bc9ba384e1b1,FTF,Speech Communication,4500,0.180729,0.19887,0.26705,
0bfbe292-de30-2b49-b78e-2dc52a5d0952,FTF,Speech Communication,10500,0.222162,0.25372,0.42707,
a3e8d793-d1ba-07ea-1003-2fd89df0de63,FTF,Speech Language Pathology,0,0.083353,0.09158,0.11871,
c7f31547-da1f-d0ba-282c-4f89ee0bd7b6,FTF,Speech Language Pathology,4500,0.096294,0.10731,0.14807,
224a9465-9e57-e8e9-3642-d30206f98bed,FTF,Speech Language Pathology,10500,0.121312,0.14014,0.24183,
87effc07-27ed-9990-7244-efd75bbedc2b,FTF,Statistics,0,0.227326,0.24356,0.29802,
58e5c217-46e4-2d3e-03bd-913de8255c00,FTF,Statistics,4500,0.252917,0.27498,0.35807,
7484816e-6d13-7676-3f1a-94b1c551c384,FTF,Statistics,10500,0.303304,0.34177,0.55936,
9f620015-743d-ba25-a983-73ee8e44230a,FTF,Theatre Arts,0,0.098301,0.10685,0.13464,
c77bcfc1-391f-fe91-bdfb-a978d69223b7,FTF,Theatre Arts,4500,0.111716,0.12303,0.16392,
cb4ca433-c07f-9a1a-0765-da94b131d9d7,FTF,Theatre Arts,10500,0.137268,0.15610,0.25141,
57da09da-2605-e077-8064-ae2ddd62294f,FTF,Theatre Arts - Performance,0,N/A,N/A,N/A,
98a935e0-b721-6992-4138-9f578f7b1eaa,FTF,Theatre Arts - Performance,4500,N/A,N/A,N/A,
773790c1-619c-3b56-be42-2d545a275f04,FTF,Theatre Arts - Performance,10500,N/A,N/A,N/A,
7c158050-dbea-d62e-6513-8018f1b8c1cf,FTF,Travel and Tourism/Tourism Management,0,0.165349,0.17851,0.22289,
1fea382b-dd3b-da6d-226f-45b047d478f3,FTF,Travel and Tourism/Tourism Management,4500,0.186120,0.20408,0.27209,
a86abf89-615a-2b9b-a303-b52b09629187,FTF,Travel and Tourism/Tourism Management,10500,0.227215,0.25872,0.43521,
b5aec5ca-c54b-2ce8-fd10-ee97e2d129a0,FTF,Urban Studies,0,0.164456,0.17667,0.21765,
961c8538-ae9c-6f4a-00af-2c8e85d7746b,FTF,Urban Studies,4500,0.183707,0.20030,0.26288,
33ecd14f-bc56-10aa-8843-3888687b918b,FTF,Urban Studies,10500,0.221629,0.25060,0.41142,
f0470e09-9c05-1786-96af-0bc5cf40690c,FTF,Women's Studies,0,0.113122,0.12434,0.16129,
7e67dce5-cc8c-5991-a625-367f98fb89eb,FTF,Women's Studies,4500,0.130770,0.14579,0.20073,
caf9babd-57dd-a3f1-ad10-5f0b86716ce7,FTF,Women's Studies,10500,0.164820,0.19017,0.32074,
46f3c34e-e41b-4f62-575c-9141b2758199,FTF,World Languages and Cultures/Translation,0,0.103897,0.11233,0.13958,
fdcae2fb-6759-ea27-8942-a86ee3571935,FTF,World Languages and Cultures/Translation,4500,0.117125,0.12824,0.16798,
35e58ee5-bd3a-86c1-4382-af1a2d7b3fd9,FTF,World Languages and Cultures/Translation,10500,0.142146,0.16044,0.25076,
d6af6bfb-7de0-02f7-b865-e9540514117b,FTF,Zoology,0,0.132479,0.14237,0.17492,
e5ffe037-9572-8147-0058-7485d4fb79d7,FTF,Zoology,4500,0.148037,0.16126,0.20981,
0c858f41-4829-405c-8e94-55c64c44f9ed,FTF,Zoology,10500,0.178029,0.20044,0.31819,